Date,Title,Teaser,Date_Link
False,Ein Automobilist ist mit einer 40-Franken-Busse nicht einverstanden – jetzt muss er 2075 Franken zusätzlich bezahlen,Ein 55-jähriger Automobilist will seine Parkbusse wegen Überschreitens der zulässigen Parkzeit in der blauen Zone partout nicht bezahlen. Die Zeit zum Hinein- und Hinausmanövrieren müsse abgezogen werden.,12.12.2017
False,Kein Haftaufschub für «Buchhalter von Auschwitz» Gröning,"Vor zweieinhalb Jahren fiel das Urteil, immer wieder wurde die Haft verschoben. Nun muss der 96-jährige ehemalige SS-Mann seine Strafe für die Beihilfe zum Mord in 300 000 Fällen antreten – wenn er nicht noch Verfassungsbeschwerde einlegt.",12.12.2017
False,Andreas Beck wechselt nach München,"Der erfolgreiche Intendant des Theaters Basel, Andreas Beck, folgt der Berufung der Regierung Bayerns und zieht vorzeitig nach München weiter.",12.12.2017
False,"Libyen braucht Zuckerbrot, Peitsche und kleine Schritte","Um Libyen zu stabilisieren, benötigt es keine Wahlen, sondern die Bildung eines Gewaltmonopols – entweder durch Krieg oder Konsens. Oder vielversprechender: durch eine Strategie der kleinen, aber entschlossenen Schritte.",11.12.2017
False,WAS HEUTE WICHTIG IST,"Waffenexporte steigen, Siemens erhält 700-Millionen-Euro-Auftrag, EU-Staaten beschliessen ständige militärische Zusammenarbeit – der Montag kompakt",11.12.2017
False,Die Welt rüstet auf – und die Zahl der bewaffneten Konflikte hat zugenommen,Zum ersten Mal seit 2010 steigen die weltweiten Waffenexporte wieder an. Grund sind die wachsenden geopolitischen Spannungen. Die Daten weisen allerdings eine gewichtige Lücke auf.,11.12.2017
False,Netanyahu fordert von Europäern Anerkennung Jerusalems,False,11.12.2017
False,Anti-Israel-Demonstranten in Deutschland verbrennen die israelische Flagge,"Als Reaktion auf Trumps Entscheidung, Jerusalem als Hauptstadt Israels anzuerkennen, haben in Deutschland lebende Demonstranten am Wochenende israelische Flaggen verbrannt und Hassparolen gerufen.",11.12.2017
False,Leuthard warnt vor einem «Kahlschlag» mit «No Billag»,"Bundesrätin Leuthard hat im Abstimmungskampf zu «No Billag» die Argumente des Bundesrats präsentiert. Ein Ja zur Initiative würde die Radio- und Fernsehwelt in der Schweiz radikal verändern, sagte sie vor den Medien. Einen Plan B sieht sie nicht.",11.12.2017
False,Weniger schädlich als Zigaretten?,"Die Wirkung von Alternativen zur Reduzierung tabakbedingter Schäden lässt sich beweisen, so Manuel Peitsch, Chief Scientific Officer von Philip Morris International in Neuenburg. Langfristige Studien sind nur eine Frage der Zeit.",11.12.2017
False,Wie wir die Sufis missverstehen,Im Westen gilt der Sufismus vielen als das «gute» Gesicht des sonst mehrheitlich negativ wahrgenommenen Islam. Diese vereinfachte Sicht ist irreführend und in mancher Hinsicht sogar gefährlich.,11.12.2017
False,Champions League: FC Basel trifft im Achtelfinal auf Manchester City,"Im Champions-League-Achtelfinal trifft der FC Basel am 13. Februar auf Manchester City. Der FC Bayern spielt gegen Besiktas Istanbul, und Real Madrid trifft auf Paris St-Germain.",11.12.2017
False,Den Hauspreis per Knopfdruck ermitteln,"Statt einen Schätzer aus Fleisch und Blut zu engagieren, kann man seine Immobilie auch online bewerten lassen. Das ist aber nicht immer gleich sinnvoll, und die Angebote unterscheiden sich teilweise deutlich voneinander.",11.12.2017
False,Neues Bike-Sharing-Unternehmen kommt nach Zürich – der Konkurrenzkampf wird immer härter,Mit der US-Firma Lime-Bike steigt schon der fünfte Anbieter ins umkämpfte Leihvelo-Geschäft in Zürich ein. Und im nächsten Jahr folgen weitere. Einige der hochfliegenden Pläne sind allerdings bereits geplatzt.,11.12.2017
False,Putin befiehlt Teilrückzug der Truppen aus Syrien,False,11.12.2017
False,Der nächste Gandhi an der Spitze von Indiens Kongresspartei,Indiens einzige landesweit aktive Oppositionspartei vollzieht einen Generationenwechsel. Dies wirft auch ein Schlaglicht auf die nationalen Wahlen von 2019.,11.12.2017
False,Feier der Vielfalt: Montreal stellt hässlichen Weihnachtsbaum auf,Montreal ist eine vielfältige Stadt und so soll auch der Weihnachtsbaum sein: Die kanadische Stadt Montreal hat sich dieses Jahr bewusst für eine hässliche Weihnachtstanne entschieden.,11.12.2017
False,Zum Untergehen verdammt,"Nach der Fertigstellung des türkischen Ilisu-Staudammes verschwindet Hasankeyf in den Wassermassen. Der Staat verspricht Entwicklung, Bewohner der 12 000 Jahre alten Siedlung beklagen den Verlust ihrer Heimat.",10.12.2017
False,Der Staudamm kommt und eine Stadt geht unter – Was das für die Bewohner bedeutet,False,10.12.2017
False,Christoph Franz: «Die USA bezahlen den grössten Teil der Innovationen»,"Der Verwaltungsratspräsident von Roche fürchtet eine Deckelung der Preise in den USA. Er sagt, warum dies auch dramatische Folgen für die Pharmaunternehmen in der Schweiz hätte.",10.12.2017
False,Warum die Schweizerische Nationalbank keinerlei Eile hat mit einer Rückkehr zu positiven Zinsen,Die internationale Geldpolitik steht vor einer ereignisreichen Woche. Konkrete Taten sind aber nur aus den USA zu erwarten. Andernorts wird man im alten Jahr keine neuen Schritte wagen.,10.12.2017
False,Einkommensschere: Der Schweizer Mittelstand fällt zurück,"Eine neue Analyse zeigt, dass die Mittelschicht immer weniger am Wohlstand teilhaben kann. Die Einkommensschere hat sich geöffnet.",10.12.2017
False,"Die USA haben sich mit der Jerusalem-Entscheidung isoliert, sagt die Arabische Liga nach einer Dringlichkeitssitzung",False,10.12.2017
False,«Tatort»: Das ist Berlin!,Die Kommissare Karow und Rubin ermitteln im neuen «Tatort» zwischen Wahn und Wirklichkeit – und das wahnsinnig gut.,10.12.2017
False,Bosz bei Dortmund entlassen – Stöger neuer Cheftrainer,Borussia Dortmund trennt sich von Trainer Peter Bosz. Am Tag nach der 1:2-Heimniederlage in der Bundesliga gegen den Vorletzten Werder Bremen wurde der 54-jährige Niederländer freigestellt. Neuer Coach bei den Borussen wird der von einer Woche bei Köln entlassene Peter Stöger.,10.12.2017
False,Liechtenstein denunziert die Schweiz bei der EU,EU setzt Schweiz im Steuerstreit erst nach einer Intervention des Fürstentums auf neue «graue Liste».,10.12.2017
False,Eurobus plant ein Fernbus-Netz in der Schweiz,"Das grösste private Busunternehmen der Schweiz hat beim Bund ein Konzessionsgesuch für mehrere Fernbuslinien eingereicht. Ob mit dem angestrebten landesweiten Netz das bestehende ÖV-Angebot konkurriert wird, ist umstritten.",10.12.2017
False,Das verändert sich heute mit dem Fahrplanwechsel,Heute Sonntag ist Fahrplanwechsel. Wir haben die wichtigsten Änderungen für Sie zusammengestellt.,10.12.2017
False,McLaren lanciert das bisher extremste Strassenauto der Marke,"Der «Senna» ist der jüngste Vertreter der McLaren Ultimate Series und leistet 800 PS bei rund 1,3 Tonnen Leergewicht. Nur 500 Stück werden gebaut.",10.12.2017
False,Michelle Gisin entdeckt gerade die Welt der Speed-Disziplinen,"Michelle Gisin fährt Speed-Rennen, als hätte sie nie etwas anderes getan – auch in St. Moritz steht sie auf dem Podest. Die Schwester und Olympiasiegerin Dominique hilft ihr als Beraterin.",10.12.2017
False,Archäologen in Ägypten entdecken 3500 Jahre alte Mumien,False,10.12.2017
False,Kein Anschluss unter dieser Nummer. Das Ende der Telefonkabine,False,09.12.2017
False,Warum die Linke muslimische Islamkritiker lieber ausgrenzt,"Die Linke gibt vor, für Minderheiten zu kämpfen. Eine Minderheit erhält aber nur dann ihre Aufmerksamkeit, wenn sie den «richtigen Unterdrücker» hat: Rechte und Reiche, Imperialisten und Kapitalisten. Da bleibt kein Platz für muslimische Islamkritiker.",09.12.2017
False,Blutiger «Tag des Zorns» im Heiligen Land,"Der Entscheid der USA, Jerusalem als Hauptstadt Israels anzuerkennen, hat weltweit zu Protesten geführt. Bei Ausschreitungen und Angriffen in Jerusalem, im Westjordanland und in Gaza gab es zwei Tote und hunderte Verletzte.",09.12.2017
False,Eskalation in Gaza: Trump ruft zu «Ruhe und Mässigung» auf,Nach Unruhen im Heiligen Land in der Nacht auf Samstag sind zwei Palästinenser gestorben und Hunderte verletzt worden. Derweil ruft US-Präsident Donald Trump zur Mässigung und Toleranz auf.,09.12.2017
False,Jasmine Flury gewinnt in St. Moritz vor Michelle Gisin,Zwei Schweizerinnen überraschen im Super-G von St. Moritz. Lara Gut scheidet aus.,09.12.2017
False,Irakischer Regierungschef erklärt IS für besiegt,Der irakische Regierungschef Hader al-Abadi hat den Kampf gegen die IS-Terrormiliz in seinem Land für beendet erklärt.,09.12.2017
False,Es ist Zeit für ein Ende des Steuerstreits mit den USA,In Gesuchen um Amtshilfe zeigt sich ein gefährliches Interesse der USA an mehr Informationen zu Bankmitarbeitern. Die Schweiz sollte dem jetzt einen Riegel vorschieben und auf einen Abschluss des Steuerstreits pochen.,09.12.2017
False,Staatsbetriebe verzerren zunehmend den Wettbewerb. Das muss endlich gestoppt werden.,Ein neuer Bericht des Bundesrats identifiziert die Wettbewerbsverzerrungen durch Staatsbetriebe. Die unfaire Konkurrenz belastet zunehmend private Unternehmer.,09.12.2017
False,Die Loveparade hätte so nie stattfinden dürfen,"Der erste Prozesstag zur Duisburger Loveparade-Katastrophe beginnt schleppend: 32 Anwälte verzögern das Verlesen der Anklage. Die tödliche «Verdichtung der Besucherströme» war voraussehbar, lautet der Vorwurf.",09.12.2017
False,Über 70 Unfälle auf Zürichs Strassen: Schnee und Glätte überfordern zahlreiche Autofahrer,In der Nacht auf Samstag hat es mancherorts kräftig geschneit. Dies führte auf den Strassen zu einigen Unfällen – so auch im Kanton Zürich: Dort musste die Polizei über 70 Mal ausrücken.,09.12.2017
False,Polens neuer Regierungschef: Wir lassen uns nicht von der EU erpressen,"Polens Premier Mateusz Morawiecki hat angekündigt, im Flüchtlingsstreit mit der EU nicht nachgeben zu wollen.",09.12.2017
False,«Der andere Blick»: Die CSU ist deutlich weiter als die anderen deutschen Volksparteien,Unterdessen haben Merkel und Schulz den würdigen Rückzug bereits verpasst. Auszug aus dem neuen Politik-Newsletter der NZZ für Deutschland.,09.12.2017
False,Was der erste Brexit-Deal enthält und wie es weitergeht,"Die EU-Kommission hält die Fortschritte in den Austrittsverhandlungen mit Grossbritannien für ausreichend. Stimmen die EU-Staaten nächste Woche dieser Einschätzung zu, kann über die künftigen Beziehungen geredet werden.",09.12.2017
False,Europas unscharfe Ränder,"Europa reicht vom Atlantik bis zum Ural, so glaubt man zu wissen. Doch im Ural selber wird klar, wie willkürlich diese Grenzziehung ist.",09.12.2017
False,Die Wald- und Buschbrände im Süden Kaliforniens dauern an,"Die Waldbrände im amerikanischen Gliedstaat Kalifornien sind für die Feuerwehrleute schwer unter Kontrolle zu bringen. Die gefährlichen Santa-Ana-Winde, welche die Löscharbeiten erschweren, flauen aber langsam ab. Rund 190 000 Personen mussten mittlerweile ihre Häuser verlassen.",09.12.2017
False,Jetzt beginnt der Nervenkrieg um den Brexit erst recht,"In letzter Minute ist eine Blockade der Verhandlungen Grossbritanniens mit Brüssel über den EU-Austritt verhindert worden. Das darf nicht darüber hinwegtäuschen, dass das Ringen um die wirklich heiklen Themen beim Brexit erst noch bevorsteht.",08.12.2017
False,Das Ende des Anfangs der Brexit-Verhandlungen,Der erste Durchbruch bei den Verhandlungen zwischen der EU und dem Vereinigten Königreich ist auf breite Zustimmung gestossen. Manche ungefähre Formulierungen helfen dabei. Schwierige Richtungsentscheidungen stehen noch bevor.,08.12.2017
False,Juncker und May verkünden ersten Durchbruch in den Brexit-Verhandlungen,"Nach einem Treffen mit Theresa May empfiehlt die EU-Kommission, in die zweite Phase der Brexit-Verhandlungen einzutreten.",08.12.2017
False,WAS HEUTE WICHTIG IST,"Erster Durchbruch bei Brexit-Gesprächen, Rücktritt von Polens Regierungschefin, Schiff auf Vierwaldstättersee auf Grund gelaufen – der Freitag kompakt",08.12.2017
False,«Der andere Blick»: Zeitenwende – nicht nur in Bayern,Auszug aus dem neuen Politik-Newsletter der NZZ für Deutschland.,08.12.2017
False,Rayonverbot gilt nicht nur für Zwangsausschaffungen,"Die Bewegungsfreiheit von abgewiesenen Ausländern kann eingeschränkt werden, auch wenn eine zwangsweise Ausschaffung nicht möglich ist. Dies hat das Bundesgericht entschieden, und es widerlegt damit das Zürcher Verwaltungsgericht.",08.12.2017
False,Zwischen FDP und SVP klafft im Ständerat eine ideologische Lücke,Anders als im Nationalrat ist der rechte Pol im Ständerat dünn besetzt. Ganz rechts aussen politisiert einzig der Schwyzer Standesvertreter Peter Föhn.,08.12.2017
False,Wie man Kinder und Jugendliche in El Salvador vor Banden schützen kann,"In El Salvador machen gewalttätige Banden das Leben der Bevölkerung schwer. Interaktiver Unterricht und nachschulische Betreuung sorgen dafür, dass Kinder und Jugendliche Chancen auf eine bessere Zukunft erhalten.",08.12.2017
False,Ein Schiff mit 163 Passagieren ist auf dem Vierwaldstättersee auf Grund gelaufen – alle Fahrgäste gerettet,"Die MS Diamant, das neuste Passagierschiff der Schifffahrtsgesellschaft des Vierwaldstättersees, ist vor Kehrsiten-Bürgenstock (NW) auf Grund gelaufen. Alle Fahrgäste konnten gerettet werden.",08.12.2017
False,Worum geht es bei Polens «nationaler Revolution»?,Seit ihrem Machtantritt vor gut zwei Jahren baut Polens nationalkonservative Regierung den Staat um. Sie wird diesen Kurs auch unter dem neuen Regierungschef weiterführen. Welches sind und waren die wichtigsten Kontroversen? Und was bezweckt Kaczynski eigentlich?,08.12.2017
False,Die neue Ausrichtung hat die UBS an den Rand des Untergangs gebracht,Vor 20 Jahren haben die Schweizerische Bankgesellschaft und der Schweizerische Bankverein ihre Verschmelzung zur UBS bekanntgegeben. Die neue UBS hat internationale Aktivitäten forciert und auf das Investment Banking gesetzt. Das hat die Bank an den Rand des Untergangs gebracht.,08.12.2017
False,"Google baut in Toronto einen vernetzten, perfekten Stadtteil – der unsere Freiheit einschränken könnte","Der Vertrag mit Google ist unterschrieben. In Toronto soll eine Fläche, so gross wie die Zürcher Innenstadt, für rund 10 000 Menschen entstehen. Dank eines mächtigen und weitgehend unregulierten Überwachungssystems lebt man hier ohne Stau, Smog oder Müll.",08.12.2017
False,Die teuerste Bahnstrecke Deutschlands ist fertig: Berlin-München in vier Stunden,Ab Sonntag ist es so weit: Mit dem ICE kann man dann von Berlin nach München in knapp vier statt bisher gut sechs Stunden reisen. Generell tragen deutsche Bahnkunden mit ihren Billetten allerdings nur ein Viertel der Infrastrukturkosten.,08.12.2017
False,Shiffrin führt in St. Moritz vor Holdener und Gisin,Wendy Holdener hat nach dem Slalom in der Weltcup-Kombination in St. Moritz gute Chancen auf eine Medaille. Lara Gut fällt im Slalom weit zurück.,08.12.2017
False,Zürcher Brandserie: Die seltsame Rolle der Anarchismus-Bibliothek,"Bagger, Trafostationen und Firmenautos sind in den letzten Monaten zur Zielscheibe linksautonomer Brandanschläge geworden. Nun ist eine Bibliothek in Zürich in den Fokus der Polizei geraten.",08.12.2017
False,Welche Parlamentarier links politisieren – und welche rechts,Wie positionieren sich die Fraktionen im Nationalrat auf der Links-rechts-Skala? Und wie hat sich das politische Spektrum der Parteien verändert? Das zeigt unser Parlamentarierrating 2017.,07.12.2017
False,WAS HEUTE WICHTIG IST,"Aufruf zu neuer Intifada,  Arbeitslosigkeit in der Schweiz steigt, Tausende Kalifornier fliehen vor Feuer – der Donnerstag kompakt",07.12.2017
False,AZ Medien und NZZ-Mediengruppe gründen gemeinsames Medienunternehmen,"Die AZ Medien und die NZZ-Mediengruppe führen ihr regionales Mediengeschäft in einem Joint Venture zusammen, an dem beide Unternehmen zur Hälfte beteiligt sind. Gemeinsam wollen sie die regionale Publizistik in der Deutschschweiz stärken und die digitale Transformation vorantreiben.",07.12.2017
False,Jerusalem als Hauptstadt: Hamas-Anführer ruft zu neuer Intifada auf,Die Hamas droht mit einer neuen Intifada. Palästinenser protestieren gegen Amerikas Entscheidung und wollen einen Generalstreik. Säkulare und islamistische Gruppen organisieren Kundgebungen. Am Freitag trifft sich die Uno zu einer Dringlichkeitssitzung.,07.12.2017
False,Ist Trumps Jerusalem-Entscheidung der «Todeskuss» für die Zweistaatenlösung?,Die Anerkennung Jerusalems als israelische Hauptstadt löst in Israel gemischte Gefühle aus – und in der arabischen Welt grossen Zorn.,07.12.2017
False,Israel verwehrt Schweizer Diplomaten Zutritt zum Gazastreifen,"Seit bald zehn Tagen erhalten offizielle Vertreter der Schweiz keinen Zugang mehr in den Gazastreifen. Auslöser für die Massnahme Israels war eine Foto, die einen Schweizer Diplomaten zusammen mit einem radikalen Hamas-Führer zeigt.",07.12.2017
False,Wie man Kinder und Jugendliche in El Salvador vor Banden schützen kann,"In El Salvador machen gewalttätige Banden das Leben der Bevölkerung schwer. Interaktiver Unterricht und nachschulische Betreuung sorgen dafür, dass Kinder und Jugendliche Chancen auf eine bessere Zukunft erhalten.",07.12.2017
False,"Britischer Verteidigungsminister will Landsleute, die sich dem IS angeschlossen haben, töten","IS-Kämpfer aus Grossbritannien sollten rechtzeitig ausfindig gemacht und eliminiert werden,meint der britische Verteidigungsminister Gavin Williamson. Das sagte der Vertraute von Theresa May der Boulevardzeitung «Daily Mail».",07.12.2017
False,Italien: Der uneinsichtige Sünder der Euro-Zone,Angesichts der hohen Staatsverschuldung müsste Italien sein Defizit sehr viel konsequenter reduzieren als bisher.,07.12.2017
False,Duterte eröffnet eine neue Front auf den Philippinen,"Vor einem Jahr hat er sie fast in die Regierung befördert, nun hat Präsident Duterte der kommunistischen Partei (CPP) und den ihr nahestehenden Rebellen der NPA den Kampf angesagt. Damit macht er sich beim Militär beliebt – eine Unterstützung, die er dringend braucht.",07.12.2017
False,Der neue Staatsfeind Nummer eins,"Mit seinem Ziel, die Sozialleistungen zu kürzen, hat sich der Berner Regierungsrat Pierre Alain Schnegg (svp.) in der ganzen Schweiz Feinde gemacht. Besuch bei einem Unbeirrbaren.",07.12.2017
False,O du fröhliche Weihnachtsparty,"Der neue Abteilungschef geht mit gemischten Gefühlen an die Weihnachtsfeier der Firma. Obwohl er sich intensiv vorbereitet hat, verläuft der Abend gar nicht so, wie er sich das vorgestellt hat.",07.12.2017
False,Die Basler Fasnacht ist jetzt Unesco-Kulturerbe,Mit der Liste des Immateriellen Kulturerbes will die Unesco Aufmerksamkeit für überlieferte Bräuche schaffen. Nach dem Winzerfest in Vevey wurde nun eine weitere Tradition aus der Schweiz aufgenommen.,07.12.2017
False,Das IOK baut Russland goldene Brücken,Eine grosse Zahl russischer Athleten dürfte individuell zu den Winterspielen 2018 in Pyeongchang eingeladen werden.,07.12.2017
False,Chef von sieben Chinarestaurants kauft gestohlenes Fleisch ein - und fliegt auf,"Der Lieferant brachte das Fleisch ausserhalb der Arbeitszeiten und in einem ungekühlten Privatauto. Doch der Gastrounternehmer will nicht geahnt haben, dass es sich dabei um gestohlene Waren handelt. Jetzt hat ihn das Bezirksgericht Bülach verurteilt.",07.12.2017
False,Die USA wollen Jerusalem als Hauptstadt Israels anerkennen,Die USA werden Jerusalem voraussichtlich entgegen internationaler Gepflogenheiten als Hauptstadt Israels anerkennen. Die Reaktionen fallen international  – mit Ausnahme Israels – kritisch bis verständnislos aus.,06.12.2017
False,WAS HEUTE WICHTIG IST,"USA wollen Jerusalem als Hauptstadt anerkennen, offenbar Anschlag auf May vereitelt, Musik-Ikone Hallyday gestorben – der Mittwoch kompakt",06.12.2017
False,Der EWR-Beitritt ist vor 25 Jahren gescheitert. Christoph Blocher und Jakob Kellenberger über die Folgen,"1992 stimmte die Schweizer Bevölkerung mit 50,3 Prozent gegen einen Beitritt zum Europäischen Wirtschaftsraum (EWR). 25 Jahre danach streiten SVP-Chefstratege Christoph Blocher und der ehemalige Staatssekretär und IKRK-Präsident Jakob Kellenberger über die Folgen des Entscheids.",06.12.2017
False,Sicherheitsbehörden verhindern offenbar Anschlag auf Theresa May,"Vor einer stark gestiegenen Terrorgefahr im Land warnen die britischen Geheimdienste bereits seit Monaten. Nun wurde bekannt, dass offenbar auch ein Anschlag gegen die Premierministerin geplant war.",06.12.2017
False,Johnny Hallyday: Frankreich trauert um seinen «King»,Johnny Hallyday ist tot. Er verstarb in der Nacht auf Mittwoch im Alter von 74 Jahren. Hallyday war in jedem Sinn Frankreichs populärster Rockstar. Politiker und Massenmedien huldigten ihm ebenso wie Millionen von Fans.,06.12.2017
False,Der Bundesrat soll sich zur Duldung von Terroristen erklären,Wiederholt haben sich in den vergangenen Jahrzehnten international gesuchte Terroristen in der Schweiz aufgehalten. Jetzt konfrontiert Nationalrat Thierry Burkart den Bundesrat mit diesem düsteren Kapitel der Schweizer Zeitgeschichte.,06.12.2017
False,Optimierung von überschüssiger Liquidität,"Die Negativzinsen belasten viele Unternehmen in der Schweiz. Um ihr Geld kurzfristig zu deponieren, weichen immer mehr institutionelle Anleger auf Exchange Traded Funds (ETF) aus.",06.12.2017
False,Diese 700 Meter lange Tramstrecke verändert bei den VBZ fast alles,"Am 10. Dezember fährt erstmals ein Tram fahrplanmässig über die Hardbrücke. Viel Aufwand für den kleinen Schlenker des Achters, könnte man meinen. Doch die neue Strecke steht für völlig neue Linienführungen, von denen bald weitere folgen werden.",06.12.2017
False,"Glücklich ist, wer Grundstücke hat","Mit der Cham Paper Group hat eine weitere Schweizer Industriefirma bekanntgegeben, sich vom Kerngeschäft zu trennen und zur reinen Immobilienfirma zu werden.",06.12.2017
False,An die extremen SP-Ideologen,In der SP Schweiz geben derzeit die Linksaussen den Ton an. Der Reformflügel verhält sich erstaunlich ruhig. Überaus klare Worte findet nun die SP Neuhausen.,06.12.2017
False,Olympische Spiele: Russlands Ausschluss kann für russische Athleten auch eine Chance sein,"Das Urteil des IOK geht weiter, als gemeinhin erwartet wurde. Und doch bleibt ein ungutes Gefühl. In Pyeongchang werden russische Athleten an den Start gehen.",06.12.2017
False,Knatsch um neues Areal in Zürich Seebach: Planungsvorgehen der Stadt irritiert Anwohner,"Quartierbewohner wehren sich gegen die geplante Überbauung mit fünf Hochhäusern an der Thurgauerstrasse. Obwohl ihre Einwendungen bis heute unbeantwortet sind, wird die Stadt bald das Bauprojekt für das dazugehörige Schulhaus präsentieren.",06.12.2017
False,Zugunglück in Deutschland: Lokführer verhindert Schlimmeres,"In Nordrhein-Westfalen prallt ein Regionalzug auf offener Strecke gegen einen Güterzug, fast 50 Personen werden verletzt. Dank einer Vollbremsung des Lokführers wurde eine grössere Katastrophe verhindert.",06.12.2017
False,Die fünf entscheidenden Figuren auf Basels Weg in die Champions-League-Achtelfinals,"Der FC Basel qualifiziert sich zum vierten Mal nach 2002, 2011 und 2014 für die Runde der besten 16 Teams Europas. Diese fünf Exponenten des Basler Teams sind in der Champions-League-Gruppenphase besonders aufgefallen.",06.12.2017
False,FC Basel - verrückt und fachkundig,"Was der FC Basel in diesem Halbjahr vor allem international geschafft hat, zeugt schon fast von übernatürlichen Kräften.",06.12.2017
False,IOK schliesst Russland von den Olympischen Winterspielen 2018 aus - Start unter neutraler Flagge möglich,"Das IOK ringt sich nicht zu einem Ausschluss aller russischen Athleten wegen der Dopingverfehlungen durch. Doch das russische Staatsfernsehen kündigt an, die Olympischen Spiele in Pyeongchang nun zu boykottieren.",05.12.2017
False,WAS HEUTE WICHTIG IST,"Zugunglück in Deutschland, Russische TV-Sender boykottieren Olympia, Nestlé kauft Atrium Innovations – der Dienstag kompakt",05.12.2017
False,"Die Umsetzung der Pädophileninitiative ist hart, aber fair","Die von den beiden Räten vorgesehene Umsetzung der Pädophileninitiative scheint ein akzeptabler Kompromiss zu sein. Mit der Härtefallklausel wird ein Minimum der Verhältnismässigkeit gewahrt, ohne den Kerngehalt der Initiative zu beeinträchtigen.",05.12.2017
False,Warum die US-Steuerreform die Schweiz einiges kosten könnte,Die Reform der Firmensteuern in den USA zielt vor allem auf Tiefsteuerländer. Das wird für die Schweiz Folgen haben.,05.12.2017
False,Unbekannte stehlen 70 000 Schweizer Log-ins und Passwörter,Erneut haben Unbekannte rund 70 000 Zugangsdaten zu Internetdiensten gestohlen. Der Hinweis an die Meldestelle des Bundes kam aus dem Bereich Strafverfolgung.,05.12.2017
False,Der FC Basel führt bereits bei Benfica Lissabon,Der FC Basel kann heute in die Champions-League-Achtelfinals einziehen. Verfolgen Sie den Auswärtsmatch gegen Benfica Lissabon im Live-Ticker (seit 20 Uhr 45).,05.12.2017
False,Optimierung von überschüssiger Liquidität,"Die Negativzinsen belasten viele Unternehmen in der Schweiz. Um ihr Geld kurzfristig zu deponieren, weichen immer mehr institutionelle Anleger auf Exchange Traded Funds (ETF) aus.",05.12.2017
False,Deutschland: Passagierzug fährt auf Güterzug auf – mehrere Verletzte,False,05.12.2017
False,Die EU setzt die Schweiz im Kampf gegen Steueroasen auf eine «graue Liste»,"Die EU-Finanzminister haben eine «schwarze Liste» von 17 Steueroasen verabschiedet. Die Schweiz befindet sich auf einer zweiten Liste von Drittstaaten, die Korrekturen zugesichert haben und unter Beobachtung bleiben.",05.12.2017
False,Warum Madrid den Europäischen Haftbefehl gegen Puigdemont fallen lässt,"Das Oberste Gericht Spaniens befürchtet, Belgien könnte ihm im Fall Puigdemont die Hände binden, und zieht das Auslieferungsgesuch überraschend zurück. Unberechtigt ist die Furcht vor der belgischen Justiz nicht.",05.12.2017
False,Trump will die US-Botschaft nach Jerusalem verlegen,False,05.12.2017
False,Nacktbaden auf der Werdinsel weiterhin erlaubt,Der Nutzungsdruck auf die Zürcher Werdinsel wird weiter steigen. Nun hat die Stadt am runden Tisch ein Konzept erarbeitet. Im Vordergrund steht die Eigenverantwortung.,05.12.2017
False,"Sind Sie ein Rassist, Herr Rauscher? Ein Gespräch mit dem umstrittensten Professor Deutschlands","Die Spaltung der deutschen Gesellschaft hat die Hochschulen erreicht. An der Universität Leipzig fordern Lehrende und Studenten den Rauswurf eines Lehrstuhlinhabers. Er sei ein Rassist, sagen sie. Blödsinn, sagt er.",05.12.2017
False,Herr Martullo übernimmt die Rechnung,Die Zürichsee-Gemeinde Meilen verzichtet erneut auf eine Steuererhöhung. Wieder in der Rolle des Wohltäters der besonderen Art: Roberto Martullo-Blocher.,05.12.2017
False,Waldbrände in Kalifornien zwingen Zehntausende zur Flucht,Fast 30 000 Menschen haben unweit von Los Angeles ihre von den Flammen bedrohten Häuser verlassen. Die Feuerwehr macht ihnen wenig Hoffnung.,05.12.2017
False,Bitcoin-Futures drohen zu einem systemischen Risiko zu werden,Thomas Peterffy von Interactive Brokers warnt vor den Unwägbarkeiten schlecht konzipierter Terminkontrakte und tiefer Volatilitäten.,04.12.2017
False,WAS HEUTE WICHTIG IST,"Gauland ist neuer Sprecher der AfD, USA und Südkorea starten ihre bisher grösste Luftwaffenübung, LafargeHolcim räumt schwere Fehler ein – der Montag kompakt",04.12.2017
False,Südkorea und USA beginnen bisher grösste Luftwaffenübung,Mehr als 230 Kampfflugzeuge sollen an der 5-tägigen Übung teilnehmen. Nordkorea hat den USA vorgeworfen mit den Übungen «um einen Atomkrieg zu betteln».,04.12.2017
False,Mega-Deal im US-Gesundheitssektor,Die riesige US-Drogerie- und -Apothekenkette CVS will den Krankenversicherer Aetna für rund 77 Milliarden Dollar übernehmen. Der ungewöhnliche Zusammenschluss dürfte nicht zuletzt etwas mit Amazon zu tun haben.,04.12.2017
False,"AfD: Ganz links, ganz rechts",Die Alternative für Deutschland (AfD) konnte bisher kaum von ihren Wahlerfolgen profitieren. Sie verfängt sich stattdessen in internen Widersprüchen.,04.12.2017
False,Nordkorea repariert sein Tor zur Aussenwelt,"Für 330 Millionen Franken hat Peking eine neue Brücke gebaut, die China und Nordkorea verbinden soll. Doch in Nordkorea endet die Brücke im Nichts. Denn Pjongjang hat Besseres zu tun, als Anschlussstrassen zu bauen.",04.12.2017
